"Area","Unit Name","Run Status Value","Sample Time"
"Aldevio Praia","BB - MKH00289",,"11/28/2025 08:50:00 AM"
"OC Valente","MCP BE - Y2P00101",,"11/28/2025 08:40:00 AM"
"OC Valente","MCP BB - Y2P00102",,"11/28/2025 08:40:00 AM"
"Aldevio Praia","BE - MKH00291",,"11/28/2025 08:40:00 AM"
