"Area","Unit Name","Run Status Value","Sample Time"
"MRS Logistica S/A","Reguladora SSP-203 - GLS04096","809 RPM","11/28/2025 08:40:00 AM"
"MRS Logistica S/A","Socadora 09-X2 - WRH00829","1898 RPM","12/19/2024 03:00:00 PM"
