"Area","Unit Name","Run Status Value","Sample Time"
"Miritituba","MCP BE - T2R00291",,"11/14/2025 10:05:00 AM"
"Miritituba","MCP BB - T2R00297",,"11/14/2025 10:00:00 AM"
