"Area","Unit Name","Run Status Value","Sample Time"
"Siderópolis","MC-B - N6C00182","1200 RPM","11/28/2025 08:45:00 AM"
"Siderópolis","MC-C - WPW00998","1202 RPM","11/28/2025 08:30:00 AM"
"Siderópolis","MC-D - WPW01003",,"11/14/2025 10:00:00 AM"
"Siderópolis","MC-A - WPW00989","1206 RPM","10/21/2025 09:00:00 AM"
"Transportadora Brasileira Gasoduto Admin","OFF - WPW00990","1213 RPM","07/10/2025 10:00:00 AM"
