"Area","Unit Name","Run Status Value","Sample Time"
"P10","BB - GJN00387",,"11/13/2025 09:45:00 AM"
"P18","BB - GJN00261","700 RPM","07/07/2025 08:30:01 AM"
"P8","BE - M7G00181",,"12/07/2023 02:10:00 PM"
"P8","BB - M7G00247",,"12/07/2023 02:10:00 PM"
"P16","PLE - CAT M7G00350","0 RPM","12/31/1999 09:00:00 PM"
