"Area","Unit Name","Run Status Value","Sample Time"
"Hygge","BE - RPM01580","0 RPM","11/23/2025 11:10:00 AM"
"Hygge","BB - RPM01587","0 RPM","11/23/2025 11:10:00 AM"
